train_name,route,temperature,weather,day_of_week,holiday,delay_minutes
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Saturday,No,26
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Saturday,No,19
Rajarata Rejini,Colombo - Vavuniya,32,Sunny,Saturday,No,40
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Saturday,No,35
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Saturday,No,41
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Saturday,No,24
Rajarata Rejini,Colombo - Vavuniya,31,Rainy,Saturday,No,44
Rajarata Rejini,Colombo - Vavuniya,32,Cloudy,Saturday,No,41
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Saturday,No,15
Rajarata Rejini,Colombo - Vavuniya,28,Cloudy,Saturday,No,31
Rajarata Rejini,Colombo - Vavuniya,33,Cloudy,Saturday,No,10
Rajarata Rejini,Colombo - Vavuniya,27,Cloudy,Saturday,No,30
Rajarata Rejini,Colombo - Vavuniya,27,Cloudy,Saturday,No,44
Rajarata Rejini,Colombo - Vavuniya,29,Sunny,Saturday,No,20
Rajarata Rejini,Colombo - Vavuniya,27,Sunny,Saturday,No,15
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Saturday,No,44
Rajarata Rejini,Colombo - Vavuniya,30,Sunny,Saturday,No,17
Rajarata Rejini,Colombo - Vavuniya,28,Sunny,Saturday,No,25
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Saturday,No,28
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Saturday,No,18
Rajarata Rejini,Colombo - Vavuniya,30,Rainy,Saturday,No,51
Rajarata Rejini,Colombo - Vavuniya,27,Rainy,Saturday,No,62
Rajarata Rejini,Colombo - Vavuniya,30,Rainy,Saturday,No,30
Rajarata Rejini,Colombo - Vavuniya,27,Rainy,Saturday,No,32
Rajarata Rejini,Colombo - Vavuniya,28,Cloudy,Saturday,No,17
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Saturday,No,19
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Saturday,No,41
Rajarata Rejini,Colombo - Vavuniya,29,Sunny,Saturday,No,41
Rajarata Rejini,Colombo - Vavuniya,27,Sunny,Saturday,No,34
Rajarata Rejini,Colombo - Vavuniya,27,Cloudy,Saturday,Yes,42
Rajarata Rejini,Colombo - Vavuniya,32,Rainy,Saturday,Yes,50
Rajarata Rejini,Colombo - Vavuniya,32,Sunny,Saturday,No,31
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Saturday,No,28
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Sunday,No,13
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Sunday,No,17
Rajarata Rejini,Colombo - Vavuniya,30,Rainy,Sunday,Yes,21
Rajarata Rejini,Colombo - Vavuniya,29,Sunny,Sunday,No,33
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Sunday,Yes,32
Rajarata Rejini,Colombo - Vavuniya,29,Sunny,Sunday,No,43
Rajarata Rejini,Colombo - Vavuniya,32,Sunny,Sunday,No,43
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Sunday,Yes,14
Rajarata Rejini,Colombo - Vavuniya,32,Rainy,Sunday,No,58
Rajarata Rejini,Colombo - Vavuniya,31,Rainy,Sunday,No,49
Rajarata Rejini,Colombo - Vavuniya,28,Sunny,Sunday,No,45
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Sunday,Yes,10
Rajarata Rejini,Colombo - Vavuniya,31,Cloudy,Sunday,No,13
Rajarata Rejini,Colombo - Vavuniya,27,Cloudy,Sunday,No,22
Rajarata Rejini,Colombo - Vavuniya,32,Cloudy,Sunday,No,20
Rajarata Rejini,Colombo - Vavuniya,29,Cloudy,Sunday,No,11
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Sunday,No,30
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Sunday,No,13
Rajarata Rejini,Colombo - Vavuniya,33,Sunny,Sunday,No,35
Rajarata Rejini,Colombo - Vavuniya,28,Rainy,Sunday,No,24
Rajarata Rejini,Colombo - Vavuniya,31,Rainy,Sunday,No,20
Rajarata Rejini,Colombo - Vavuniya,32,Sunny,Sunday,Yes,17
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Sunday,No,28
Rajarata Rejini,Colombo - Vavuniya,33,Sunny,Sunday,No,21
Rajarata Rejini,Colombo - Vavuniya,28,Sunny,Sunday,No,21
Rajarata Rejini,Colombo - Vavuniya,33,Rainy,Sunday,No,45
Rajarata Rejini,Colombo - Vavuniya,32,Cloudy,Sunday,No,28
Rajarata Rejini,Colombo - Vavuniya,33,Windy,Sunday,Yes,25
Rajarata Rejini,Colombo - Vavuniya,32,Cloudy,Sunday,No,26
Rajarata Rejini,Colombo - Vavuniya,30,Sunny,Sunday,No,22
Rajarata Rejini,Colombo - Vavuniya,27,Rainy,Sunday,No,27
Rajarata Rejini,Colombo - Vavuniya,30,Cloudy,Sunday,No,28
Rajarata Rejini,Colombo - Vavuniya,33,Cloudy,Sunday,No,43
Rajarata Rejini,Colombo - Vavuniya,28,Sunny,Sunday,No,22
Rajarata Rejini,Colombo - Vavuniya,32,Rainy,Sunday,No,20
Rajarata Rejini,Colombo - Vavuniya,27,Cloudy,Sunday,No,13
Rajarata Rejini,Colombo - Vavuniya,29,Sunny,Sunday,No,39
Rajarata Rejini,Colombo - Vavuniya,32,Windy,Sunday,No,32
Rajarata Rejini,Colombo - Vavuniya,30,Rainy,Sunday,No,41
Rajarata Rejini,Colombo - Vavuniya,28,Sunny,Sunday,No,11
Rajarata Rejini,Colombo - Vavuniya,30,Rainy,Sunday,No,21
Rajarata Rejini,Colombo - Vavuniya,31,Rainy,Sunday,No,43
Rajarata Rejini,Colombo - Vavuniya,28,Cloudy,Sunday,No,12
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Sunday,No,28
Rajarata Rejini,Colombo - Vavuniya,32,Sunny,Sunday,No,11
Rajarata Rejini,Colombo - Vavuniya,30,Sunny,Sunday,No,13
Rajarata Rejini,Colombo - Vavuniya,31,Sunny,Sunday,No,28
Rajarata Rejini,Colombo - Vavuniya,33,Sunny,Sunday,No,29
Rajarata Rejini,Colombo - Vavuniya,33,Sunny,Sunday,No,24
Rajarata Rejini,Colombo - Vavuniya,27,Cloudy,Sunday,No,29
Ruhunu Kumari,Maradana - Matara,30,Sunny,Tuesday,Yes,16
Ruhunu Kumari,Maradana - Matara,34,Sunny,Wednesday,No,1
Ruhunu Kumari,Maradana - Matara,33,Rainy,Thursday,No,43
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Friday,No,3
Ruhunu Kumari,Maradana - Matara,31,Rainy,Saturday,No,16
Ruhunu Kumari,Maradana - Matara,30,Rainy,Sunday,No,45
Ruhunu Kumari,Maradana - Matara,33,Sunny,Monday,No,20
Ruhunu Kumari,Maradana - Matara,33,Sunny,Monday,No,8
Ruhunu Kumari,Maradana - Matara,30,Rainy,Monday,No,15
Ruhunu Kumari,Maradana - Matara,32,Windy,Monday,No,13
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Monday,No,2
Ruhunu Kumari,Maradana - Matara,28,Rainy,Monday,No,26
Ruhunu Kumari,Maradana - Matara,32,Windy,Monday,No,19
Ruhunu Kumari,Maradana - Matara,34,Windy,Monday,No,24
Ruhunu Kumari,Maradana - Matara,28,Rainy,Monday,No,30
Ruhunu Kumari,Maradana - Matara,30,Sunny,Monday,No,1
Ruhunu Kumari,Maradana - Matara,29,Sunny,Monday,No,15
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Monday,No,8
Ruhunu Kumari,Maradana - Matara,29,Sunny,Monday,No,18
Ruhunu Kumari,Maradana - Matara,34,Sunny,Monday,No,25
Ruhunu Kumari,Maradana - Matara,29,Sunny,Monday,No,9
Ruhunu Kumari,Maradana - Matara,34,Sunny,Monday,No,16
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Monday,No,8
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Monday,No,1
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Monday,No,2
Ruhunu Kumari,Maradana - Matara,32,Sunny,Monday,No,1
Ruhunu Kumari,Maradana - Matara,31,Sunny,Monday,No,0
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Monday,No,9
Ruhunu Kumari,Maradana - Matara,32,Rainy,Monday,No,43
Ruhunu Kumari,Maradana - Matara,29,Windy,Monday,No,25
Ruhunu Kumari,Maradana - Matara,28,Rainy,Monday,Yes,40
Ruhunu Kumari,Maradana - Matara,32,Sunny,Monday,No,5
Ruhunu Kumari,Maradana - Matara,30,Sunny,Monday,No,25
Ruhunu Kumari,Maradana - Matara,30,Sunny,Monday,No,20
Ruhunu Kumari,Maradana - Matara,32,Rainy,Monday,No,40
Ruhunu Kumari,Maradana - Matara,30,Rainy,Monday,No,59
Ruhunu Kumari,Maradana - Matara,30,Sunny,Monday,No,0
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Monday,No,23
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Monday,No,2
Ruhunu Kumari,Maradana - Matara,28,Sunny,Monday,No,4
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Monday,No,13
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Monday,No,17
Ruhunu Kumari,Maradana - Matara,31,Sunny,Monday,No,19
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Monday,No,5
Ruhunu Kumari,Maradana - Matara,32,Sunny,Monday,No,18
Ruhunu Kumari,Maradana - Matara,29,Sunny,Monday,No,3
Ruhunu Kumari,Maradana - Matara,30,Sunny,Monday,No,0
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Monday,Yes,1
Ruhunu Kumari,Maradana - Matara,33,Rainy,Monday,No,49
Ruhunu Kumari,Maradana - Matara,30,Sunny,Monday,No,22
Ruhunu Kumari,Maradana - Matara,31,Sunny,Monday,No,8
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Monday,No,12
Ruhunu Kumari,Maradana - Matara,29,Sunny,Monday,No,5
Ruhunu Kumari,Maradana - Matara,32,Sunny,Monday,No,20
Ruhunu Kumari,Maradana - Matara,29,Rainy,Monday,No,28
Ruhunu Kumari,Maradana - Matara,30,Sunny,Monday,Yes,5
Ruhunu Kumari,Maradana - Matara,29,Rainy,Tuesday,No,45
Ruhunu Kumari,Maradana - Matara,31,Sunny,Tuesday,No,20
Ruhunu Kumari,Maradana - Matara,30,Rainy,Tuesday,No,59
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Tuesday,No,23
Ruhunu Kumari,Maradana - Matara,29,Sunny,Tuesday,No,17
Ruhunu Kumari,Maradana - Matara,31,Sunny,Tuesday,No,5
Ruhunu Kumari,Maradana - Matara,29,Rainy,Tuesday,No,23
Ruhunu Kumari,Maradana - Matara,29,Sunny,Tuesday,No,24
Ruhunu Kumari,Maradana - Matara,31,Sunny,Tuesday,Yes,17
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Tuesday,No,16
Ruhunu Kumari,Maradana - Matara,28,Rainy,Tuesday,No,56
Ruhunu Kumari,Maradana - Matara,31,Sunny,Tuesday,No,0
Ruhunu Kumari,Maradana - Matara,33,Rainy,Tuesday,Yes,56
Ruhunu Kumari,Maradana - Matara,33,Windy,Tuesday,No,16
Ruhunu Kumari,Maradana - Matara,29,Sunny,Tuesday,Yes,9
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Tuesday,No,13
Ruhunu Kumari,Maradana - Matara,34,Rainy,Tuesday,No,42
Ruhunu Kumari,Maradana - Matara,32,Sunny,Tuesday,No,17
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Tuesday,No,10
Ruhunu Kumari,Maradana - Matara,31,Sunny,Tuesday,No,5
Ruhunu Kumari,Maradana - Matara,29,Rainy,Tuesday,No,29
Ruhunu Kumari,Maradana - Matara,29,Rainy,Tuesday,No,50
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Tuesday,Yes,19
Ruhunu Kumari,Maradana - Matara,31,Sunny,Tuesday,No,0
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Tuesday,No,7
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Tuesday,No,20
Ruhunu Kumari,Maradana - Matara,33,Rainy,Tuesday,No,43
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Tuesday,No,5
Ruhunu Kumari,Maradana - Matara,32,Sunny,Tuesday,No,25
Ruhunu Kumari,Maradana - Matara,30,Rainy,Tuesday,No,46
Ruhunu Kumari,Maradana - Matara,29,Sunny,Tuesday,No,22
Ruhunu Kumari,Maradana - Matara,32,Rainy,Tuesday,No,46
Ruhunu Kumari,Maradana - Matara,34,Sunny,Tuesday,No,13
Ruhunu Kumari,Maradana - Matara,28,Sunny,Tuesday,No,25
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Tuesday,No,12
Ruhunu Kumari,Maradana - Matara,32,Rainy,Tuesday,Yes,24
Ruhunu Kumari,Maradana - Matara,32,Windy,Tuesday,No,19
Ruhunu Kumari,Maradana - Matara,34,Sunny,Tuesday,No,12
Ruhunu Kumari,Maradana - Matara,33,Rainy,Tuesday,No,26
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Tuesday,No,12
Ruhunu Kumari,Maradana - Matara,31,Sunny,Tuesday,No,22
Ruhunu Kumari,Maradana - Matara,34,Windy,Tuesday,No,14
Ruhunu Kumari,Maradana - Matara,30,Sunny,Tuesday,No,14
Ruhunu Kumari,Maradana - Matara,28,Sunny,Tuesday,Yes,7
Ruhunu Kumari,Maradana - Matara,33,Windy,Tuesday,No,23
Ruhunu Kumari,Maradana - Matara,30,Rainy,Tuesday,No,28
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Tuesday,No,6
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Tuesday,No,24
Ruhunu Kumari,Maradana - Matara,28,Sunny,Tuesday,Yes,20
Ruhunu Kumari,Maradana - Matara,33,Sunny,Tuesday,Yes,14
Ruhunu Kumari,Maradana - Matara,34,Sunny,Wednesday,Yes,20
Ruhunu Kumari,Maradana - Matara,34,Sunny,Wednesday,No,3
Ruhunu Kumari,Maradana - Matara,28,Rainy,Wednesday,No,51
Ruhunu Kumari,Maradana - Matara,33,Sunny,Wednesday,No,11
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Wednesday,No,16
Ruhunu Kumari,Maradana - Matara,34,Sunny,Wednesday,No,8
Ruhunu Kumari,Maradana - Matara,28,Rainy,Wednesday,No,16
Ruhunu Kumari,Maradana - Matara,31,Sunny,Wednesday,No,12
Ruhunu Kumari,Maradana - Matara,29,Rainy,Wednesday,No,55
Ruhunu Kumari,Maradana - Matara,34,Sunny,Wednesday,No,13
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Wednesday,No,4
Ruhunu Kumari,Maradana - Matara,31,Rainy,Wednesday,No,43
Ruhunu Kumari,Maradana - Matara,28,Sunny,Wednesday,No,25
Ruhunu Kumari,Maradana - Matara,32,Rainy,Wednesday,No,41
Ruhunu Kumari,Maradana - Matara,33,Sunny,Wednesday,No,24
Ruhunu Kumari,Maradana - Matara,28,Sunny,Wednesday,Yes,16
Ruhunu Kumari,Maradana - Matara,33,Sunny,Wednesday,No,21
Ruhunu Kumari,Maradana - Matara,29,Sunny,Wednesday,Yes,20
Ruhunu Kumari,Maradana - Matara,30,Rainy,Wednesday,No,20
Ruhunu Kumari,Maradana - Matara,30,Sunny,Wednesday,No,16
Ruhunu Kumari,Maradana - Matara,31,Sunny,Wednesday,No,16
Ruhunu Kumari,Maradana - Matara,29,Sunny,Wednesday,No,11
Ruhunu Kumari,Maradana - Matara,33,Rainy,Wednesday,No,28
Ruhunu Kumari,Maradana - Matara,32,Sunny,Wednesday,No,12
Ruhunu Kumari,Maradana - Matara,31,Rainy,Wednesday,No,58
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Wednesday,No,14
Ruhunu Kumari,Maradana - Matara,32,Rainy,Wednesday,No,18
Ruhunu Kumari,Maradana - Matara,28,Rainy,Wednesday,No,40
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Wednesday,Yes,23
Ruhunu Kumari,Maradana - Matara,32,Sunny,Wednesday,No,12
Ruhunu Kumari,Maradana - Matara,30,Rainy,Wednesday,No,46
Ruhunu Kumari,Maradana - Matara,28,Sunny,Wednesday,No,1
Ruhunu Kumari,Maradana - Matara,29,Rainy,Wednesday,No,15
Ruhunu Kumari,Maradana - Matara,31,Sunny,Wednesday,No,3
Ruhunu Kumari,Maradana - Matara,34,Sunny,Wednesday,No,14
Ruhunu Kumari,Maradana - Matara,32,Rainy,Wednesday,No,59
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Wednesday,No,17
Ruhunu Kumari,Maradana - Matara,29,Rainy,Wednesday,No,31
Ruhunu Kumari,Maradana - Matara,33,Sunny,Wednesday,No,20
Ruhunu Kumari,Maradana - Matara,34,Sunny,Wednesday,Yes,23
Ruhunu Kumari,Maradana - Matara,30,Sunny,Wednesday,No,0
Ruhunu Kumari,Maradana - Matara,30,Sunny,Wednesday,No,22
Ruhunu Kumari,Maradana - Matara,31,Rainy,Wednesday,Yes,45
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Wednesday,No,20
Ruhunu Kumari,Maradana - Matara,31,Sunny,Wednesday,Yes,6
Ruhunu Kumari,Maradana - Matara,30,Sunny,Wednesday,No,11
Ruhunu Kumari,Maradana - Matara,33,Sunny,Wednesday,No,25
Ruhunu Kumari,Maradana - Matara,33,Windy,Wednesday,Yes,18
Ruhunu Kumari,Maradana - Matara,28,Sunny,Wednesday,No,15
Ruhunu Kumari,Maradana - Matara,32,Sunny,Wednesday,No,4
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Thursday,No,19
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Thursday,No,24
Ruhunu Kumari,Maradana - Matara,32,Rainy,Thursday,No,49
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Thursday,No,25
Ruhunu Kumari,Maradana - Matara,30,Sunny,Thursday,No,4
Ruhunu Kumari,Maradana - Matara,31,Sunny,Thursday,Yes,16
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Thursday,No,3
Ruhunu Kumari,Maradana - Matara,34,Rainy,Thursday,No,28
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Thursday,No,10
Ruhunu Kumari,Maradana - Matara,33,Sunny,Thursday,No,3
Ruhunu Kumari,Maradana - Matara,31,Sunny,Thursday,No,9
Ruhunu Kumari,Maradana - Matara,30,Rainy,Thursday,No,52
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Thursday,No,23
Ruhunu Kumari,Maradana - Matara,32,Rainy,Thursday,No,60
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Thursday,No,24
Ruhunu Kumari,Maradana - Matara,29,Sunny,Thursday,Yes,25
Ruhunu Kumari,Maradana - Matara,31,Sunny,Thursday,No,7
Ruhunu Kumari,Maradana - Matara,30,Rainy,Thursday,No,21
Ruhunu Kumari,Maradana - Matara,31,Rainy,Thursday,No,49
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Thursday,No,19
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Thursday,No,11
Ruhunu Kumari,Maradana - Matara,28,Sunny,Thursday,No,12
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Thursday,No,4
Ruhunu Kumari,Maradana - Matara,32,Rainy,Thursday,No,58
Ruhunu Kumari,Maradana - Matara,29,Rainy,Thursday,No,30
Ruhunu Kumari,Maradana - Matara,29,Rainy,Thursday,No,41
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Thursday,No,25
Ruhunu Kumari,Maradana - Matara,28,Rainy,Thursday,No,59
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Thursday,No,15
Ruhunu Kumari,Maradana - Matara,32,Rainy,Thursday,No,29
Ruhunu Kumari,Maradana - Matara,33,Sunny,Thursday,No,23
Ruhunu Kumari,Maradana - Matara,33,Rainy,Thursday,No,20
Ruhunu Kumari,Maradana - Matara,33,Sunny,Thursday,No,5
Ruhunu Kumari,Maradana - Matara,30,Rainy,Thursday,No,51
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Thursday,No,12
Ruhunu Kumari,Maradana - Matara,31,Sunny,Thursday,No,20
Ruhunu Kumari,Maradana - Matara,29,Rainy,Thursday,No,36
Ruhunu Kumari,Maradana - Matara,31,Sunny,Thursday,No,13
Ruhunu Kumari,Maradana - Matara,31,Sunny,Thursday,No,5
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Thursday,No,1
Ruhunu Kumari,Maradana - Matara,29,Sunny,Thursday,No,22
Ruhunu Kumari,Maradana - Matara,32,Rainy,Thursday,No,41
Ruhunu Kumari,Maradana - Matara,31,Rainy,Thursday,No,35
Ruhunu Kumari,Maradana - Matara,29,Windy,Thursday,No,6
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Thursday,No,7
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Thursday,No,14
Ruhunu Kumari,Maradana - Matara,28,Sunny,Thursday,No,6
Ruhunu Kumari,Maradana - Matara,34,Rainy,Thursday,No,22
Ruhunu Kumari,Maradana - Matara,34,Sunny,Thursday,No,21
Ruhunu Kumari,Maradana - Matara,33,Windy,Thursday,Yes,13
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Friday,Yes,18
Ruhunu Kumari,Maradana - Matara,31,Sunny,Friday,No,5
Ruhunu Kumari,Maradana - Matara,34,Sunny,Friday,No,7
Ruhunu Kumari,Maradana - Matara,32,Sunny,Friday,No,23
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,25
Ruhunu Kumari,Maradana - Matara,31,Rainy,Friday,No,17
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Friday,No,1
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Friday,Yes,3
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Friday,No,2
Ruhunu Kumari,Maradana - Matara,34,Rainy,Friday,No,53
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Friday,No,25
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,1
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Friday,No,17
Ruhunu Kumari,Maradana - Matara,29,Rainy,Friday,No,16
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Friday,No,4
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Friday,Yes,10
Ruhunu Kumari,Maradana - Matara,33,Rainy,Friday,No,33
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,18
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Friday,No,4
Ruhunu Kumari,Maradana - Matara,32,Sunny,Friday,No,1
Ruhunu Kumari,Maradana - Matara,28,Rainy,Friday,No,33
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,9
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Friday,No,19
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,1
Ruhunu Kumari,Maradana - Matara,28,Rainy,Friday,No,57
Ruhunu Kumari,Maradana - Matara,32,Sunny,Friday,No,25
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Friday,No,17
Ruhunu Kumari,Maradana - Matara,29,Rainy,Friday,No,36
Ruhunu Kumari,Maradana - Matara,32,Sunny,Friday,No,18
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,24
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,6
Ruhunu Kumari,Maradana - Matara,29,Rainy,Friday,No,33
Ruhunu Kumari,Maradana - Matara,31,Sunny,Friday,No,20
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Friday,No,20
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Friday,No,1
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Friday,No,4
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Friday,No,10
Ruhunu Kumari,Maradana - Matara,29,Windy,Friday,No,0
Ruhunu Kumari,Maradana - Matara,33,Sunny,Friday,No,1
Ruhunu Kumari,Maradana - Matara,30,Sunny,Friday,No,5
Ruhunu Kumari,Maradana - Matara,30,Sunny,Friday,No,14
Ruhunu Kumari,Maradana - Matara,28,Sunny,Friday,No,4
Ruhunu Kumari,Maradana - Matara,28,Cloudy,Friday,No,14
Ruhunu Kumari,Maradana - Matara,31,Rainy,Friday,No,48
Ruhunu Kumari,Maradana - Matara,33,Rainy,Friday,Yes,21
Ruhunu Kumari,Maradana - Matara,32,Rainy,Friday,No,55
Ruhunu Kumari,Maradana - Matara,34,Sunny,Friday,No,16
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Friday,No,3
Ruhunu Kumari,Maradana - Matara,32,Rainy,Friday,No,18
Ruhunu Kumari,Maradana - Matara,32,Sunny,Friday,Yes,25
Ruhunu Kumari,Maradana - Matara,33,Sunny,Saturday,No,20
Ruhunu Kumari,Maradana - Matara,31,Rainy,Saturday,No,17
Ruhunu Kumari,Maradana - Matara,29,Rainy,Saturday,No,51
Ruhunu Kumari,Maradana - Matara,31,Cloudy,Saturday,No,22
Ruhunu Kumari,Maradana - Matara,31,Rainy,Saturday,No,54
Ruhunu Kumari,Maradana - Matara,30,Rainy,Saturday,Yes,39
Ruhunu Kumari,Maradana - Matara,28,Rainy,Saturday,No,41
Ruhunu Kumari,Maradana - Matara,32,Rainy,Saturday,Yes,51
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Saturday,No,32
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Saturday,No,11
Ruhunu Kumari,Maradana - Matara,32,Cloudy,Saturday,No,33
Ruhunu Kumari,Maradana - Matara,32,Sunny,Saturday,No,35
Ruhunu Kumari,Maradana - Matara,28,Sunny,Saturday,Yes,33
Ruhunu Kumari,Maradana - Matara,29,Cloudy,Saturday,No,11
Ruhunu Kumari,Maradana - Matara,30,Sunny,Saturday,No,30
Ruhunu Kumari,Maradana - Matara,29,Rainy,Saturday,No,56
Ruhunu Kumari,Maradana - Matara,28,Sunny,Saturday,No,35
Ruhunu Kumari,Maradana - Matara,30,Windy,Saturday,No,20
Ruhunu Kumari,Maradana - Matara,33,Sunny,Saturday,Yes,12
Ruhunu Kumari,Maradana - Matara,31,Rainy,Saturday,No,35
Ruhunu Kumari,Maradana - Matara,32,Sunny,Saturday,No,19
Ruhunu Kumari,Maradana - Matara,33,Rainy,Saturday,No,20
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Saturday,No,31
Ruhunu Kumari,Maradana - Matara,33,Cloudy,Saturday,No,37
Ruhunu Kumari,Maradana - Matara,33,Rainy,Saturday,No,57
Ruhunu Kumari,Maradana - Matara,34,Sunny,Saturday,Yes,24
Ruhunu Kumari,Maradana - Matara,28,Sunny,Saturday,No,34
Ruhunu Kumari,Maradana - Matara,34,Rainy,Saturday,No,56
Ruhunu Kumari,Maradana - Matara,30,Rainy,Saturday,No,15
Ruhunu Kumari,Maradana - Matara,29,Rainy,Saturday,No,21
Ruhunu Kumari,Maradana - Matara,31,Windy,Saturday,No,27
Ruhunu Kumari,Maradana - Matara,29,Rainy,Saturday,No,26
Ruhunu Kumari,Maradana - Matara,34,Cloudy,Saturday,No,11
Ruhunu Kumari,Maradana - Matara,30,Sunny,Saturday,No,21
Ruhunu Kumari,Maradana - Matara,30,Cloudy,Saturday,Yes,11
Ruhunu Kumari,Maradana - Matara,32,Sunny,Saturday,No,36
Ruhunu Kumari,Maradana - Matara,32,Rainy,Saturday,Yes,33
Ruhunu Kumari,Maradana - Matara,32,Rainy,Saturday,No,39
Ruhunu Kumari,Maradana - Matara,28,Sunny,Saturday,No,22
